CCAA;Ciudad;Universidad;Grupo;URL grupo;Nombre y Apellidos;Posición;Afiliación;Genero;Año de la primera publicación;Documentos por autor (1er tema al que más ha contribuido) en Scopus;1er tema al que el autor ha contribuido más en Scopus entre 2017–2021;Impacto de las citas ponderado por 1er tema;Documentos por autor (2do tema al que más ha contribuido) en Scopus;2do tema al que el autor ha contribuido más en Scopus entre 2017–2021;Impacto de las citas ponderado por 2do tema;ScopusID;ScopusID URL;WOS ResearcherID;Orcid;GoogleScholar;Balz;Citaciones GS;h-index GS;i10-index GS;Citaciones desde 2018 GS;h-index desde 2018 GS;i10-index desde 2018;Citaciones Scopus;Documentos citados Scopus;h-index Scopus;Numero de documentos Scopus;co-autores Scopus;Scopus tot citations / tot coauthors;Mean H-index Scopus-Google;Mean citations Scopus-Google
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Carles Anglés Tafallá;Personal Docente Investigador;;;2010;4;"Motor Transportation; Capacity Expansion; Privacy Preserving";0,54;0;NA;0;57196222758;https://www.scopus.com/authid/detail.uri?authorId=57196222758;DSX-6605-2022;https://orcid.org/0000-0003-4455-4411;not found;;not found;not found;not found;not found;not found;not found;9;8;2;6;10;1;2;9
Cataluña;Tarragona;Universitat Rovira i Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Jordi Ribes González;Personal Docente Investigador;;;2016;3;"Cryptography; Public Key Encryption; Equality Test";1,08;1;"Privacy Preserving Data Mining; Secure Multi-Party Computation; Data Mining";1,21;57191624695;https://www.scopus.com/authid/detail.uri?authorId=57191624695;FTA-8692-2022;https://orcid.org/0000-0001-6329-7380;https://scholar.google.com/citations?user=c0wqaPAAAAAJ&hl=ca;;144;5;2;144;5;2;83;82;3;8;10;8;4;113,5
Cataluña;Tarragona;Universitat Rovira I Virgili;Security and Privacy - CRISES;https://crises-deim.urv.cat/web/;Agusti Solanas Gómez;Professorat agregat;;;2004;8;"Collaborative Filtering; Privacy Preserving; Recommender Systems";0,87;4;"Smart Cities; Big Data; Internet of Things";1,73;56238861000;https://www.scopus.com/authid/detail.uri?authorId=56238861000;A-1441-2014;https://orcid.org/0000-0002-4881-6215;https://scholar.google.com/citations?hl=en&user=afH8CZoAAAAJ;;4566;31;79;2356;21;50;2620;2096;24;139;324;8;27,5;3593
Cataluña;Tarragona;Universitat Rovira i Virgili;;;Plantilla:;12;Mujeres:;2;1;;"Anonymization; K-Anonymity; Big Data; Numerical Semigroup; Frobenius Number; Set; Anonymization; K-Anonymity; Big Data; Motor Transportation; Capacity Expansion; Privacy Preserving; Motor Transportation; Capacity Expansion; Privacy Preserving; Visual Cryptography; Secret Sharing Scheme; Access Structure; Anonymization; K-Anonymity; Big Data; Fairness; Discrimination (Psychology); Transfer Of Learning; Motor Transportation; Capacity Expansion; Privacy Preserving; Cryptography; Public Key Encryption; Equality Test; Collaborative Filtering; Privacy Preserving; Recommender Systems";1,01;;"Privacy Preserving; Randomized Response; Differential Privacy; Curve; Algebraic-geometric Codes; Galois Field; Private Information Retrieval; Messages; Single Server; Anonymization; K-Anonymity; Big Data; Access Control; Encryption; Diffie-Hellman; Cryptography; Public Key Encryption; Equality Test; Gene Ontology; Semantic Similarity; Bioinformatics; Privacy Preserving; Randomized Response; Differential Privacy; Privacy Preserving Data Mining; Secure Multi-Party Computation; Data Mining; Smart Cities; Big Data; Internet of Things";1,43;;;;;;;;;;;;;1690;;17;85;;24;20;2393
Cataluña;Barcelona;Universidad Pompeu Fabra;Wireless & Secure Communications - WiSeCom;https://producciocientifica.upf.edu/CawDOS//jsf/seleccionPersonalEstamento/seleccionPersonal.jsf?tipus=grup&figura=WICOM&idioma=es;Ángel Lozano;Catedrático de universidad;;;1993;12;"Multiple-Input Multiple-Output (MIMO) System; Precoding; Channel Estimation";1,18;2;"Power Allocation; Signal Detection; Deep Learning";2,93;24781002200;https://www.scopus.com/authid/detail.uri?authorId=24781002200;A-3332-2012;https://orcid.org/0000-0003-3790-0494;https://scholar.google.com/citations?hl=en&user=tx958E0AAAAJ;;22854;52;108;10848;29;62;14570;12638;37;166;128;114;44,5;18712
Cataluña;Barcelona;Universidad Pompeu Fabra;Wireless & Secure Communications - WiSeCom;https://producciocientifica.upf.edu/CawDOS//jsf/seleccionPersonalEstamento/seleccionPersonal.jsf?tipus=grup&figura=WICOM&idioma=es;Carla Rafòls Salvador;Profesor Asistente;;1;2006;5;"Authentication; Electronic Cash; Revocation";1,01;4;"Obfuscation; Encryption; Modular Exponentiation";1,41;22942264700;https://www.scopus.com/authid/detail.uri?authorId=22942264700;AAB-2460-2020;https://orcid.org/0000-0002-7035-9049;https://scholar.google.com/citations?user=fqaUFgQAAAAJ&hl=es;;1638;17;22;809;13;16;1005;822;13;33;31;32;15;1321,5
Cataluña;Barcelona;Universidad Pompeu Fabra;Wireless & Secure Communications - WiSeCom;https://producciocientifica.upf.edu/CawDOS//jsf/seleccionPersonalEstamento/seleccionPersonal.jsf?tipus=grup&figura=WICOM&idioma=es;Ezio Biglieri;Adjunct Professor;;;1976;;This author has no topics at the moment. ;;0;NA;0;56796455000;https://www.scopus.com/authid/detail.uri?authorId=56796455000;A-2246-2012;https://orcid.org/0000-0002-8867-2455;https://scholar.google.com/citations?user=_T6w2dMAAAAJ&hl=en&oi=ao;;20453;51;137;2623;21;34;53;52;3;13;12;4;27;10253
Cataluña;Barcelona;Universidad Pompeu Fabra;Wireless & Secure Communications - WiSeCom;https://producciocientifica.upf.edu/CawDOS//jsf/seleccionPersonalEstamento/seleccionPersonal.jsf?tipus=grup&figura=WICOM&idioma=es;Vanesa Daza;Profesor Asociado;;1;2001;3;"Obfuscation; Encryption; Modular Exponentiation";1,41;2;"Bitcoin; Ethereum; Internet Of Things";2,17;16241102000;https://www.scopus.com/authid/detail.uri?authorId=16241102000;DTN-2083-2022;https://orcid.org/0000-0003-0583-7929;not found;;not found;not found;not found;not found;not found;not found;427;413;10;53;57;7;10;427
Cataluña;Barcelona;Universidad Pompeu Fabra;;;Plantilla:;4;Mujeres:;2;0;;"Multiple-Input Multiple-Output (MIMO) System; Precoding; Channel Estimation; Authentication; Electronic Cash; Revocation; Obfuscation; Encryption; Modular Exponentiation";1,2;;"Power Allocation; Signal Detection; Deep Learning; Obfuscation; Encryption; Modular Exponentiation; Bitcoin; Ethereum; Internet Of Things";2,2;;;;;;;;;;;;;4014;;16;66;;40;24;7678
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;David Megías Jiménez;Catedrático;;;1997;5;"Covert Channel; Steganography; Information Hiding";0,88;4;"Traitor Tracing; Watermarking; Fingerprinting";0,51;6603264598;https://www.scopus.com/authid/detail.uri?authorId=6603264598;L-1720-2014;https://orcid.org/0000-0002-0507-7731;https://scholar.google.es/citations?hl=es&user=CgfOyrcAAAAJ;;1752;23;48;765;14;21;1047;811;18;100;98;11;20,5;1399,5
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Jordi Serra-Ruiz;Profesor Lector;;;2005;2;"Digital Forensics; Cybercrime; Electronic Crime Countermeasures        ";0,79;2;"Computer Security; Curricula; Virtualization";0,69;36085074300;https://www.scopus.com/authid/detail.uri?authorId=36085074300;L-4128-2014;https://orcid.org/0000-0002-5785-1442;https://scholar.google.es/citations?hl=es&user=sqgxQ9YAAAAJ;;412;10;10;271;8;7;178;164;7;14;11;16;8,5;295
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Helena Rifà Pous;not found;;1;2007;2;"Online Social Networks; Privacy Policies; Data Privacy";1;2;"Electronic Voting; Security Protocols; Cryptography";0,88;20436951400;https://www.scopus.com/authid/detail.uri?authorId=20436951400;ABA-3227-2020;https://orcid.org/0000-0003-0923-0235;https://scholar.google.es/citations?hl=es&user=lza6tYMAAAAJ;;774;14;17;404;10;10;460;432;11;37;26;18;12,5;617
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Carles Garrigues Olivella;Professor agregat;;;2008;1;"Fog Computing; Network Protocol; Internet of Things";1,86;1;"Anomaly Detection; Wireless Sensor Networks; False Alarm Rate";1,53;23110318800;https://www.scopus.com/authid/detail.uri?authorId=23110318800;H-1682-2018;https://orcid.org/0000-0002-7812-3401;https://scholar.google.com/citations?user=fgFaAKEAAAAJ&hl=en&oi=ao;;361;7;7;188;4;4;252;231;7;12;11;23;7;306,5
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Víctor García-Font;Profesor Lector;;;2010;3;"Bitcoin; Ethereum; Internet Of Things";2,57;1;"Fog Computing; Network Protocol; Internet of Things";1,86;57189390109;https://www.scopus.com/authid/detail.uri?authorId=57189390109;J-8519-2017;https://orcid.org/0000-0003-3036-2240;https://scholar.google.com/citations?hl=en&user=_GeU4KQAAAAJ&view_op=list_works&sortby=pubdate;;214;6;5;187;6;4;154;149;5;13;10;15;5,5;184
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Cristina Romero-Tris;Postdoctoral Researcher;;1;2011;1;"Location-Based Service; K-Anonymity; Anonymization";0,99;0;NA;0;36996120900;https://www.scopus.com/authid/detail.uri?authorId=36996120900;G-9269-2018;https://orcid.org/0000-0001-5854-6792;https://scholar.google.es/citations?user=pPwfVQYAAAAJ&hl=en;;100;6;4;53;5;2;53;37;5;8;8;7;5,5;76,5
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Amna Quareshi;Lecturer, University of Bradford;;1;2014;3;"Traitor Tracing; Watermarking; Fingerprinting";0,51;2;"Electronic Voting; Security Protocols; Cryptography";0,88;56381990100;https://www.scopus.com/authid/detail.uri?authorId=56381990100;AAD-4520-2019;https://orcid.org/0000-0002-2182-8259;https://scholar.google.com/citations?hl=en&user=2pG1IXcAAAAJ;;177;7;6;137;7;6;121;94;7;16;7;17;7;149
Cataluña;Barcelona;Universidad Oberta de Cataluña;Cryptography and Information Security for Open Networks - KISON;https://www.uoc.edu/portal/en/in3/recerca/grups/kriptography_and_information;Josep Prieto Blázquez;Profesor Asociado;;;2003;1;"Data Integrity; Auditing; Computer Security";0,92;1;"Factor; Cloud Computing; Software-As-A-Service";0,92;54999709100;https://www.scopus.com/authid/detail.uri?authorId=54999709100;L-1216-2014;https://orcid.org/0000-0001-7532-0437;https://scholar.google.es/citations?user=D0OiR3YAAAAJ&hl=es;;1124;16;22;518;10;12;375;322;10;31;33;11;13;749,5
Cataluña;Barcelona;Universidad Oberta de Cataluña;;;Plantilla:;8;Mujeres:;3;0;;"Covert Channel; Steganography; Information Hiding; Digital Forensics; Cybercrime; Electronic Crime Countermeasures; Online Social Networks; Privacy Policies; Data Privacy; Fog Computing; Network Protocol; Internet of Things; Bitcoin; Ethereum; Internet Of Things; Location-Based Service; K-Anonymity; Anonymization; Traitor Tracing; Watermarking; Fingerprinting; Data Integrity; Auditing; Computer Security";1,19;;"Traitor Tracing; Watermarking; Fingerprinting; Computer Security; Curricula; Virtualization; Electronic Voting; Security Protocols; Cryptography; Anomaly Detection; Wireless Sensor Networks; False Alarm Rate; Fog Computing; Network Protocol; Internet of Things; Electronic Voting; Security Protocols; Cryptography; Factor; Cloud Computing; Software-As-A-Service";1,00;;;;;;;;;;;;;330;;9;29;;15;10;472
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;;Gilles Barthe;Research Professor;;;1995;9;"Privacy Preserving; Randomized Response; Differential Privacy";2;6;"Electronic Voting; Security Protocols; Cryptography";0,88;7004083177;https://www.scopus.com/authid/detail.uri?authorId=7004083177;DUQ-6247-2022;https://orcid.org/0000-0002-3853-1777;https://scholar.google.com/citations?user=kAkmfWEAAAAJ&hl=en&oi=ao;27;10039;53;168;5224;38;108;4639;2678;35;258;261;18;44;7339
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;;Juan Caballero Bayerri;Associate Research Professor;;;2006;5;"Malware; Obfuscation; Binary Codes";1,51;2;"Android; Permission; Drebrins";1,46;57146751200;https://www.scopus.com/authid/detail.uri?authorId=57146751200;AAB-2036-2020;https://orcid.org/0000-0003-2962-1348;https://scholar.google.com/citations?user=ldSJoRUAAAAJ&hl=en&oi=ao;23;5965;35;51;2835;30;44;2633;2141;24;58;121;22;29,5;4299
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;;Pedro Moreno-Sánchez;Assistant Research Professor;;;2013;15;"Bitcoin; Ethereum; Internet Of Things";2,75;2;"Authentication; Electronic Cash; Revocation";1,01;57197826117;https://www.scopus.com/authid/detail.uri?authorId=57197826117;ABI-2071-2020;https://orcid.org/0000-0003-2315-7839;https://scholar.google.es/citations?hl=es&user=-IER53IAAAAJ;;2922;25;32;2604;23;31;719;606;12;27;58;12;18,5;1820,5
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;;Dario Fiore;Associate Research Professor;;;2008;13;"Obfuscation; Encryption; Modular Exponentiation";1,41;2;"Network Protocol; Secure Multi-Party Computation; Privacy Preserving        ";1,7;23967990100;https://www.scopus.com/authid/detail.uri?authorId=23967990100;EVD-5912-2022;https://orcid.org/0000-0001-7274-6600;https://scholar.google.com/citations?hl=en&user=RiIDoKQAAAAJ;8;3864;31;52;2310;24;43;1963;1321;26;69;76;26;28,5;2913,5
Comunidad de Madrid;Mountain View, California;Google, Alphabet;;;Benedikt Schmidt;Software Engineer;Postdoctoral Researcher en IMDEA Software;;2011;1;"Electronic Voting; Security Protocols; Cryptography";1,15;1;"Signcryption; Signature Scheme; Identity-Based Encryption";0,96;57198563862;https://www.scopus.com/authid/detail.uri?authorId=57198563862;FVU-3515-2022;not found;https://scholar.google.es/citations?hl=es&user=wvIA190AAAAJ;7;2019;19;20;1312;16;19;997;761;15;22;33;30;17;1508
Comunidad de Madrid;Dallas, Texas;Zimperium;;;Antonio Nappa;Application Analysis Team Leader;Doctorado en IMDEA Software;;2010;1;"Malware; Obfuscation; Binary Codes";1,51;1;"Malware; Network Security; Background Radiation";1,34;36190182900;https://www.scopus.com/authid/detail.uri?authorId=36190182900;AAJ-5514-2020;https://orcid.org/0000-0002-2692-7336;https://scholar.google.com/citations?hl=en&user=9WkDRtAAAAAJ;5;1220;11;12;649;10;10;601;558;9;14;56;11;10;910,5
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;;Marco Guarnieri;Assistant Research Professor;;;2012;4;"Side Channel Attacks; Attack; Cache";3,11;3;"Noninterference; Information Flow; Taint";1,02;55365331100;https://www.scopus.com/authid/detail.uri?authorId=55365331100;AAA-5944-2020;https://orcid.org/0000-0001-5767-555X;https://scholar.google.es/citations?hl=es&user=gP-5CSsAAAAJ;4;436;12;15;345;10;10;162;146;8;21;36;5;10;299
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;https://software.imdea.org/people/anindya.banerjee/;Anindya Banerjee;Full Professor;;;1994;2;"Separation Logic; Computer Circuits; Proof Search";1;1;"Inference; Supermartingale; Denotational Semantics";1,03;8558971000;https://www.scopus.com/authid/detail.uri?authorId=8558971000;CDE-5386-2022;not found;https://scholar.google.com/citations?user=SPuq6XsAAAAJ&hl=en&oi=ao;;3995;31;52;891;17;28;1925;1391;25;72;58;33;28;2960
Comunidad de Madrid;Tempe, Arizona;NortonLifeLock;;;Platon Kotzias;Principal Research Engineer;Doctorado en IMDEA Software;;2012;2;"Android; Permission; Drebrins";1,46;1;"Web Tracking; Fingerprinting; Online Advertising";1,59;55061003200;https://www.scopus.com/authid/detail.uri?authorId=55061003200;FFT-4208-2022;https://orcid.org/0000-0003-3375-6069;https://scholar.google.com/citations?hl=en&user=WadNEWoAAAAJ;7;1035;11;11;931;11;11;503;464;9;12;25;20;10;769
Comunidad de Madrid;Cambridge, Reino Unido;Microsoft Research Cambridge;;https://boriskoepf.de/;Boris Köpf;Principal Researcher;Affiliate Faculty IMDEA Software;;2006;8;"Side Channel Attacks; Attack; Cache";3,11;1;"Privacy Preserving; Randomized Response; Differential Privacy";2;14030046900;https://www.scopus.com/authid/detail.uri?authorId=14030046900;FFC-0983-2022;not found;https://scholar.google.com/citations?hl=en&user=B5EwUUYAAAAJ;7;3045;25;32;1521;19;25;1444;934;19;42;62;23;22;2244,5
Comunidad de Madrid;Alemania;ESG Mobility GmbH;;https://software.imdea.org/people/goran.doychev/index.html;Goran Doychev;Senior IT Security Systems Engineer (Focus: Automotive Security);Doctorado en IMDEA Software;;2010;2;"Side Channel Attacks; Attack; Cache";3,11;0;NA;0;36607823100;https://www.scopus.com/authid/detail.uri?authorId=36607823100;COU-0793-2022;not found;https://scholar.google.com/citations?hl=en&user=Wlm2tvIAAAAJ;;530;5;5;334;5;4;253;222;6;6;6;42;5,5;391,5
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;https://software.imdea.org/~aleks/;Aleksandar Nanevski;Associate Research Professor;;;2001;2;"Separation Logic; Computer Circuits; Proof Search";1;2;"Wait-Free; Data Structure; Mutual Exclusion";0,68;15047125400;https://www.scopus.com/authid/detail.uri?authorId=15047125400;DXZ-3556-2022;https://orcid.org/0000-0002-4851-1075;https://scholar.google.com/citations?user=JGza54YAAAAJ&hl=es;;2537;25;38;829;16;26;1239;856;19;48;38;33;22;1888
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;https://software.imdea.org/es/people/srdjan.matic/index.html;Srdjan Matic;Researcher;;;2015;1;"Web Tracking; Fingerprinting; Online Advertising";1,59;1;"Border Gateway Protocol; Topology; Routing";1,02;57052540200;https://www.scopus.com/authid/detail.uri?authorId=57052540200;DXZ-6228-2022;https://orcid.org/0000-0003-2822-3970;https://scholar.google.com/citations?user=BQKUBJsAAAAJ&hl=en;;156;6;5;126;6;4;67;66;4;8;20;3;5;111,5
Comunidad de Madrid;Pozuelo de Alarcón, Madrid;IMDEA Software Institute;;https://software.imdea.org/people/josef.morales/index.html;Jose Francisco Morales Caballero;Researcher;;;2004;16;"Prolog (Programming Language); Computer Circuits; Operational Semantics        ";0,67;2;"Side Channel Attacks; Attack; Cache";3,11;36785374900;https://www.scopus.com/authid/detail.uri?authorId=36785374900;DWM-9895-2022;not found;https://scholar.google.com/citations?user=DZOdfUIAAAAJ&hl=es;;884;13;21;548;10;10;340;267;8;41;27;13;10,5;612
Comunidad de Madrid;Lausana, Suiza;Swiss Federal Institute of Technology Lausanne - EPFL;;;Carmela Troncoso;Assistant Professor;Postdoctoral Researcher en IMDEA Software;1;2007;5;"Location-Based Service; K-Anonymity; Anonymization";0,99;4;"Anonymous Networks; Network Security; Traffic Analysis";1,04;23398216400;https://www.scopus.com/authid/detail.uri?authorId=23398216400;L-9883-2014;https://orcid.org/0000-0002-2374-2248;https://scholar.google.com/citations?hl=en&user=sMkt3SgAAAAJ;;4289;33;62;2636;25;45;1366;1089;20;62;107;13;26,5;2827,5
Comunidad de Madrid;Madrid;Protocol Labs;;;Matteo Campanelli;Cryptography Research Scientist;Postdoctoral Researcher en IMDEA Software;;2015;7;"Obfuscation; Encryption; Modular Exponentiation";1,41;1;"Bitcoin; Ethereum; Internet Of Things";2,57;57038135600;https://www.scopus.com/authid/detail.uri?authorId=57038135600;EOA-2891-2022;https://orcid.org/0000-0001-8184-4704;https://scholar.google.com/citations?user=8xba6isAAAAJ&hl=en;;490;10;10;456;9;8;174;160;6;14;30;6;8;332
Comunidad de Madrid;Madrid;Nomadic Labs;;https://www.nomadic-labs.com/;Miguel Ambrona Castellanos;Software Engineering Consultant;PhD y Postdoctoral Researcher en IMDEA Software;;2016;3;"Access Control; Encryption; Diffie-Hellman";1,15;2;"Obfuscation; Encryption; Modular Exponentiation";1,41;57189057122;https://www.scopus.com/authid/detail.uri?authorId=57189057122;GBJ-6560-2022;https://orcid.org/0000-0001-5927-9235;https://scholar.google.es/citations?hl=es&user=AdJhsT0AAAAJ;;115;6;4;104;6;4;56;47;3;12;12;5;4,5;85,5
Comunidad de Madrid;Nueva York, EEUU;AWS;;;Michael Emmi;Software Development Engineer;Researcher en IMDEA Software;;2006;4;"Wait-Free; Data Structure; Mutual Exclusion";0,68;2;"Noninterference; Information Flow; Taint";1,02;14033829600;https://www.scopus.com/authid/detail.uri?authorId=14033829600;EUX-4789-2022;not found;https://scholar.google.com/citations?user=fOxqIXYAAAAJ&hl=en;;1914;23;34;945;17;26;1125;929;18;52;58;19;20,5;1519,5
Comunidad de Madrid;Dresden, Alemania;Huawei;;;César Kunz;Formal Verification Researcher;Postdoctoral Researcher en IMDEA Software;;2006;;This author has no topics at the moment. ;;0;NA;0;24467911400;https://www.scopus.com/authid/detail.uri?authorId=24467911400;FGF-4044-2022;https://orcid.org/0000-0002-8536-5820;https://scholar.google.com/citations?user=QLtH9RsAAAAJ&hl=es;;1039;13;15;510;9;9;504;400;12;27;33;15;12,5;771,5
Comunidad de Madrid;Wolfsburgo, Alemania;CARIAD - Volkswagen;;;Juan Manuel Crespo;Product Manager;PhD en IMDEA Software;;2009;;This author has no topics at the moment. ;;0;NA;0;32667484200;https://www.scopus.com/authid/detail.uri?authorId=32667484200;ESM-2574-2022;not found;https://scholar.google.es/citations?user=fFdjwKgAAAAJ&hl=en;;823;11;11;344;8;7;284;238;9;12;21;14;10;553,5
Comunidad de Madrid;Lausana, Suiza;Escuela Politécnica Federal de Lausana;;;Andrés Sánchez Martín;PhD Student;Research Intern en IMDEA Software, Matemáticas e Informática por la UPM;;2020;4;"Side Channel Attacks; Attack; Cache";3,11;0;NA;0;57220912732;https://www.scopus.com/authid/detail.uri?authorId=57220912732;FXT-0201-2022;https://orcid.org/0000-0002-9408-5230;https://scholar.google.es/citations?user=bRJpHdQAAAAJ&hl=en;;151;3;3;151;3;3;52;52;3;4;12;4;3;101,5
Comunidad de Madrid;California, EEUU;Meta;;;Avinash Sudhodanan;Privacy Engineer;Postdoctoral Researcher en IMDEA Software;;2017;1;"Attack; Scripting; Web Application";0,94;1;"Attack; Ransom; Firmware";0,74;57195266822;https://www.scopus.com/authid/detail.uri?authorId=57195266822;GFD-0525-2022;https://orcid.org/0000-0002-9921-8557;https://scholar.google.fr/citations?user=ejTNks8AAAAJ&hl=en;;113;5;5;101;5;5;29;29;2;3;9;3;3,5;71
Comunidad de Madrid;Le Chesnay-Rocquencourt, Francia;Institut National de Recherche en Informatique et en Automatique;;;Vincent Laporte;Researcher;Postdoctoral Researcher en IMDEA Software;;2010;3;"Compilers; Programming Language; Symbolic Execution";0,78;2;"Side Channel Attacks; Attack; Cache";3,11;55602171300;https://www.scopus.com/authid/detail.uri?authorId=55602171300;DAO-1840-2022;https://orcid.org/0000-0002-3468-352X;not found;;not found;not found;not found;not found;not found;not found;338;259;10;24;33;10;10;338
Comunidad de Madrid;Cambridge, Reino Unido;ARM;;;Pepe Vila;Security Researcher;Research Assistant en IMDEA Software, Doctorado por la UPM;;2017;3;"Side Channel Attacks; Attack; Cache";3,11;1;"Attack; Malware; Virtual Machine";1,3;57211190108;https://www.scopus.com/authid/detail.uri?authorId=57211190108;CDK-6725-2022;https://orcid.org/0000-0003-1903-1002;https://scholar.google.es/citations?user=7JPQJqgAAAAJ;;297;6;5;276;6;5;116;110;4;4;5;23;5;206,5
Comunidad de Madrid;París, Francia;Meta;;;Pierre-Yves Strub;Research Scientist;Researcher at IMDEA Software;;2008;6;"Electronic Voting; Security Protocols; Cryptography";0,88;3;"Privacy Preserving; Randomized Response; Differential Privacy";2;23391365800;https://www.scopus.com/authid/detail.uri?authorId=23391365800;GDF-0287-2022;https://orcid.org/0000-0002-8196-7875;https://scholar.google.com/citations?user=rDDAivkAAAAJ&hl=fr;;3948;29;45;2396;27;38;1933;1275;23;62;84;23;26;2940,5
Comunidad de Madrid;Bristol, UK;University of Bristol;;;François Dupressoir;Senior Lecturer;Postdoctoral Researcher en IMDEA Software;;2011;3;"Electronic Voting; Security Protocols; Cryptography";0,88;2;"Masking; Differential Power Analysis; Block Ciphers";1,12;52063129200;https://www.scopus.com/authid/detail.uri?authorId=52063129200;DWZ-9893-2022;https://orcid.org/0000-0003-3497-3110;https://scholar.google.com/citations?user=gxFJ_bYAAAAJ&hl=es;;1356;15;16;1015;13;14;707;511;12;23;45;16;13,5;1031,5
Comunidad de Madrid;Leganés, Madrid;IMDEA Networks Institute;Cybersecurity Group;https://networks.imdea.org/team/research-groups/cybersecurity-group/;Guillermo Suárez-Tangil;Ramon y Cajal Fellow;;;2009;10;"Android; Permission; Drebrins";1,46;1;"Cyberbullying; Hate Speech; Social Networking";2,64;42662353700;https://www.scopus.com/authid/detail.uri?authorId=42662353700;T-5346-2019;https://orcid.org/0000-0002-0455-2553;https://scholar.google.com/citations?hl=en&user=182ZkIgAAAAJ;;2631;24;36;2048;21;33;1287;1073;17;50;84;15;20,5;1959
Comunidad de Madrid;Leganés, Madrid;IMDEA Networks Institute;Internet Analytics Group;https://networks.imdea.org/team/research-groups/internet-analytics-group/;Narseo Vallina-Rodriguez;Research Assistant Professor;;;2009;4;"Android; Permission; Drebrins";1,46;2;"Censorship; Vantage Point; Internets";1,66;35191281300;https://www.scopus.com/authid/detail.uri?authorId=35191281300;AAI-2864-2020;https://orcid.org/0000-0002-5420-6835;https://scholar.google.es/citations?hl=es&user=yOlNzfcAAAAJ;7;3909;34;55;2979;29;47;1320;1140;21;49;148;9;27,5;2614,5
